chamado_1,chamado_2,label,score
13810,13711,your daily monitor summary mar 11 m ≈ your daily monitor summary mar 10 m,99.94
13810,13645,your daily monitor summary mar 11 m ≈ your daily monitor summary mar 9 ma,99.87
13810,13612,your daily monitor summary mar 11 m ≈ your daily monitor summary mar 8 ma,99.82
13810,13315,your daily monitor summary mar 11 m ≈ your daily monitor summary mar 1 ma,99.8
13810,13586,your daily monitor summary mar 11 m ≈ your daily monitor summary mar 6 ma,99.78
13777,13745,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.88
13777,11772,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.85
13777,12609,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.58
13777,12587,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.58
13777,12812,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.56
13748,12730,cadastro point service ≈ solicitacao cadastro sistema point ,78.75
13748,12766,cadastro point service ≈ demissao colaborador aviso previo t,77.13
13748,12722,cadastro point service ≈ cadastro colaborador,77.1
13748,12566,cadastro point service ≈ enc paraiso preventivas corretivas ,77.08
13748,13088,cadastro point service ≈ solicitacao cadastro colaboradores ,76.74
13747,12609,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.05
13747,13745,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.8
13747,12556,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.62
13747,13547,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.62
13747,12611,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.43
13746,13584,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.42
13746,12040,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.42
13746,11772,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.22
13746,13263,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.19
13746,12659,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.17
13745,13777,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.88
13745,13747,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.8
13745,12609,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.62
13745,13547,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.37
13745,12952,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.35
13516,13515,exclusao preventiva ≈ exclusao preventiva,48.9
13516,12423,exclusao preventiva ≈ demissao colaborador aviso previo t,47.83
13516,13646,exclusao preventiva ≈ exclusao preventiva dois usuarios,44.27
13516,11698,exclusao preventiva ≈ reativacao cadastro,43.86
13516,13480,exclusao preventiva ≈ cancelamento,37.9
13744,13548,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.97
13744,13651,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.59
13744,13271,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.23
13744,12544,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.16
13744,13584,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.02
13711,13810,your daily monitor summary mar 10 m ≈ your daily monitor summary mar 11 m,99.94
13711,13645,your daily monitor summary mar 10 m ≈ your daily monitor summary mar 9 ma,99.87
13711,13612,your daily monitor summary mar 10 m ≈ your daily monitor summary mar 8 ma,99.79
13711,13315,your daily monitor summary mar 10 m ≈ your daily monitor summary mar 1 ma,99.78
13711,13586,your daily monitor summary mar 10 m ≈ your daily monitor summary mar 6 ma,99.7
13678,13226,cancelamento ordens duplicidade lan ≈ cancelamento ordem servico unidade ,90.61
13678,12725,cancelamento ordens duplicidade lan ≈ cancelamento ordem araguacu,90.58
13678,11897,cancelamento ordens duplicidade lan ≈ cancelamento ordem araguacu,87.09
13678,13051,cancelamento ordens duplicidade lan ≈ solicitacao cancelamento,86.32
13678,11981,cancelamento ordens duplicidade lan ≈ cancelamento ordens preventivas,85.15
13651,13584,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.77
13651,13263,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.42
13651,12544,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.39
13651,13271,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.27
13651,12304,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.14
13650,12792,res construtora portofs company4142 ≈ cadastro usuarios point service,82.33
13650,12788,res construtora portofs company4142 ≈ enc construtora portofs company3762,80.5
13650,12784,res construtora portofs company4142 ≈ cadastro usuario point service,79.91
13650,12919,res construtora portofs company4142 ≈ cadastro usuario point service,79.58
13650,12920,res construtora portofs company4142 ≈ cadastro usuario point service,79.58
13515,13646,exclusao preventiva ≈ exclusao preventiva dois usuarios,71.47
13515,13091,exclusao preventiva ≈ cancelamento preventivas miracemato,70.57
13515,13117,exclusao preventiva ≈ cancelamento preventivas miracemato,70.37
13515,12791,exclusao preventiva ≈ enc cancelamento,68.65
13515,12761,exclusao preventiva ≈ cadastro usuario augustinopolis,64.79
13649,13650,re construtora portofs company41429 ≈ res construtora portofs company4142,76.39
13649,12788,re construtora portofs company41429 ≈ enc construtora portofs company3762,74.57
13649,12691,re construtora portofs company41429 ≈ demissao colaborador indenizadoterm,73.99
13649,12716,re construtora portofs company41429 ≈ demissao colaborador indenizadoterm,73.7
13649,12753,re construtora portofs company41429 ≈ demissao colaborador indenizadoterm,73.57
13648,12619,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.48
13648,12611,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.47
13648,13000,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.33
13648,12193,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.29
13648,11772,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.27
13647,11918,youve reached your api call limit m ≈ youve reached your api call limit m,100.0
13647,13587,youve reached your api call limit m ≈ youre fast approaching your api cal,96.39
13647,11915,youve reached your api call limit m ≈ youre fast approaching your api cal,96.35
13647,11777,youve reached your api call limit m ≈ youre fast approaching your api cal,96.33
13647,13242,youve reached your api call limit m ≈ your daily monitor summary feb 21 f,61.67
13646,13515,exclusao preventiva dois usuarios ≈ exclusao preventiva,71.47
13646,13091,exclusao preventiva dois usuarios ≈ cancelamento preventivas miracemato,57.85
13646,12533,exclusao preventiva dois usuarios ≈ cancelamento preventiva,56.64
13646,11939,exclusao preventiva dois usuarios ≈ exclusao usuario sistema point serv,55.18
13646,13117,exclusao preventiva dois usuarios ≈ cancelamento preventivas miracemato,53.92
13645,13612,your daily monitor summary mar 9 ma ≈ your daily monitor summary mar 8 ma,99.94
13645,13711,your daily monitor summary mar 9 ma ≈ your daily monitor summary mar 10 m,99.87
13645,13810,your daily monitor summary mar 9 ma ≈ your daily monitor summary mar 11 m,99.87
13645,13586,your daily monitor summary mar 9 ma ≈ your daily monitor summary mar 6 ma,99.82
13645,13315,your daily monitor summary mar 9 ma ≈ your daily monitor summary mar 1 ma,99.75
13612,13645,your daily monitor summary mar 8 ma ≈ your daily monitor summary mar 9 ma,99.94
13612,13586,your daily monitor summary mar 8 ma ≈ your daily monitor summary mar 6 ma,99.88
13612,13810,your daily monitor summary mar 8 ma ≈ your daily monitor summary mar 11 m,99.82
13612,13550,your daily monitor summary mar 8 ma ≈ your daily monitor summary mar 5 ma,99.79
13612,13711,your daily monitor summary mar 8 ma ≈ your daily monitor summary mar 10 m,99.79
13587,11915,youre fast approaching your api cal ≈ youre fast approaching your api cal,99.73
13587,11777,youre fast approaching your api cal ≈ youre fast approaching your api cal,99.71
13587,11918,youre fast approaching your api cal ≈ youve reached your api call limit m,96.39
13587,13647,youre fast approaching your api cal ≈ youve reached your api call limit m,96.39
13587,13269,youre fast approaching your api cal ≈ your daily monitor summary feb 27 f,62.61
13514,13246,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.57
13514,11811,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,93.92
13514,12609,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,93.87
13514,12619,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,93.64
13514,12671,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,93.53
13586,13550,your daily monitor summary mar 6 ma ≈ your daily monitor summary mar 5 ma,99.92
13586,13612,your daily monitor summary mar 6 ma ≈ your daily monitor summary mar 8 ma,99.88
13586,13645,your daily monitor summary mar 6 ma ≈ your daily monitor summary mar 9 ma,99.82
13586,13810,your daily monitor summary mar 6 ma ≈ your daily monitor summary mar 11 m,99.78
13586,13481,your daily monitor summary mar 6 ma ≈ your daily monitor summary mar 4 ma,99.75
13585,13041,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.57
13585,12471,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.3
13585,13084,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.22
13585,12226,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.21
13585,13036,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.18
13584,13263,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.12
13584,13271,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.11
13584,13262,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.88
13584,12300,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.8
13584,13651,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.77
13583,12090,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.51
13583,11693,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.02
13583,13272,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.01
13583,12687,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.97
13583,13275,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.91
13582,12058,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,87.41
13582,12685,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,85.97
13582,12419,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,85.42
13582,12786,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,85.16
13582,13236,demissao colaborador aviso previo t ≈ demissao colaborador indenizadoterm,84.88
13581,12100,cancelamento ≈ cancelamento preventiva,89.03
13581,12318,cancelamento ≈ cancelamento preventivas,88.32
13581,11705,cancelamento ≈ cancelamento preventivas,88.31
13581,12795,cancelamento ≈ cancelamento preventivas,88.19
13581,13546,cancelamento ≈ cancelamento preventiva duplicada,87.39
13513,13217,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,99.5
13513,12685,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,92.43
13513,12058,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,90.68
13513,13030,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,87.67
13513,11988,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,86.46
13580,13090,your postman account is temporarily ≈ your postman account is temporarily,99.32
13580,13085,your postman account is temporarily ≈ action required complete payment to,86.72
13580,13045,your postman account is temporarily ≈ action required complete payment to,86.63
13580,13244,your postman account is temporarily ≈ action required complete payment to,86.44
13580,13010,your postman account is temporarily ≈ action required complete payment to,86.35
13579,12920,liberacao contrato point service ≈ cadastro usuario point service,71.81
13579,12919,liberacao contrato point service ≈ cadastro usuario point service,71.81
13579,12784,liberacao contrato point service ≈ cadastro usuario point service,70.32
13579,13027,liberacao contrato point service ≈ exclusao usuario sistema point serv,69.67
13579,11970,liberacao contrato point service ≈ exclusao usuario sistema point serv,69.45
13550,13586,your daily monitor summary mar 5 ma ≈ your daily monitor summary mar 6 ma,99.92
13550,13481,your daily monitor summary mar 5 ma ≈ your daily monitor summary mar 4 ma,99.89
13550,13612,your daily monitor summary mar 5 ma ≈ your daily monitor summary mar 8 ma,99.79
13550,13645,your daily monitor summary mar 5 ma ≈ your daily monitor summary mar 9 ma,99.72
13550,13315,your daily monitor summary mar 5 ma ≈ your daily monitor summary mar 1 ma,99.68
13549,13262,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.82
13549,11772,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.66
13549,12654,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.59
13549,13263,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.58
13549,12300,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.57
13548,13271,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.12
13548,13744,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.97
13548,13263,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.83
13548,13584,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.77
13548,13651,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.45
13547,13747,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.62
13547,13745,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.37
13547,12609,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.31
13547,12300,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.27
13547,12952,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,96.93
13546,13238,cancelamento preventiva duplicada ≈ cancelamento preventiva,93.05
13546,13235,cancelamento preventiva duplicada ≈ cancelamento preventivas,92.29
13546,13240,cancelamento preventiva duplicada ≈ cancelamento preventivas,89.2
13546,12100,cancelamento preventiva duplicada ≈ cancelamento preventiva,87.7
13546,13581,cancelamento preventiva duplicada ≈ cancelamento,87.39
13481,13550,your daily monitor summary mar 4 ma ≈ your daily monitor summary mar 5 ma,99.89
13481,13586,your daily monitor summary mar 4 ma ≈ your daily monitor summary mar 6 ma,99.75
13481,13414,your daily monitor summary mar 4 ma ≈ your daily monitor summary mar 3 ma,99.73
13481,13348,your daily monitor summary mar 4 ma ≈ your daily monitor summary mar 2 ma,99.7
13481,13315,your daily monitor summary mar 4 ma ≈ your daily monitor summary mar 1 ma,99.62
13480,12342,cancelamento ≈ cancelamento preventivas,89.33
13480,11849,cancelamento ≈ cancelameno preventivas,85.79
13480,13252,cancelamento ≈ cancelamento preventivas,84.88
13480,12368,cancelamento ≈ cancelamento preventiva,84.3
13480,13247,cancelamento ≈ cancelamento preventivas,82.93
13447,13585,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.28
13447,12789,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.2
13447,12708,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.16
13447,12024,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.06
13447,12634,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.04
13414,13348,your daily monitor summary mar 3 ma ≈ your daily monitor summary mar 2 ma,99.84
13414,13481,your daily monitor summary mar 3 ma ≈ your daily monitor summary mar 4 ma,99.73
13414,13550,your daily monitor summary mar 3 ma ≈ your daily monitor summary mar 5 ma,99.5
13414,13586,your daily monitor summary mar 3 ma ≈ your daily monitor summary mar 6 ma,99.48
13414,13315,your daily monitor summary mar 3 ma ≈ your daily monitor summary mar 1 ma,99.47
13381,13244,action required complete payment to ≈ action required complete payment to,99.67
13381,13270,action required complete payment to ≈ action required complete payment to,99.61
13381,13045,action required complete payment to ≈ action required complete payment to,99.27
13381,13085,action required complete payment to ≈ action required complete payment to,99.13
13381,13010,action required complete payment to ≈ action required complete payment to,97.57
13348,13414,your daily monitor summary mar 2 ma ≈ your daily monitor summary mar 3 ma,99.84
13348,13315,your daily monitor summary mar 2 ma ≈ your daily monitor summary mar 1 ma,99.72
13348,13481,your daily monitor summary mar 2 ma ≈ your daily monitor summary mar 4 ma,99.7
13348,13612,your daily monitor summary mar 2 ma ≈ your daily monitor summary mar 8 ma,99.67
13348,13586,your daily monitor summary mar 2 ma ≈ your daily monitor summary mar 6 ma,99.65
13315,13810,your daily monitor summary mar 1 ma ≈ your daily monitor summary mar 11 m,99.8
13315,13711,your daily monitor summary mar 1 ma ≈ your daily monitor summary mar 10 m,99.78
13315,13612,your daily monitor summary mar 1 ma ≈ your daily monitor summary mar 8 ma,99.75
13315,13586,your daily monitor summary mar 1 ma ≈ your daily monitor summary mar 6 ma,99.75
13315,13645,your daily monitor summary mar 1 ma ≈ your daily monitor summary mar 9 ma,99.75
13282,13258,your daily monitor summary feb 28 m ≈ your daily monitor summary feb 25 f,99.92
13282,13269,your daily monitor summary feb 28 m ≈ your daily monitor summary feb 27 f,99.91
13282,13212,your daily monitor summary feb 28 m ≈ your daily monitor summary feb 18 f,99.9
13282,13242,your daily monitor summary feb 28 m ≈ your daily monitor summary feb 21 f,99.87
13282,13261,your daily monitor summary feb 28 m ≈ your daily monitor summary feb 26 f,99.87
13275,13273,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.01
13275,12090,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.54
13275,13272,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.44
13275,12762,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.36
13275,11693,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.2
13274,12332,cancelamento oss ≈ cancelamento ordem 80097042024,82.57
13274,13678,cancelamento oss ≈ cancelamento ordens duplicidade lan,79.51
13274,11981,cancelamento oss ≈ cancelamento ordens preventivas,77.4
13274,12725,cancelamento oss ≈ cancelamento ordem araguacu,77.25
13274,13051,cancelamento oss ≈ solicitacao cancelamento,76.88
13267,13237,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.59
13267,13227,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.26
13267,13205,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.19
13267,12777,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.12
13267,13248,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.06
13273,13275,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.01
13273,12497,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.27
13273,11693,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.22
13273,12090,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.08
13273,12762,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.96
13272,12090,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.69
13272,12762,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.59
13272,12421,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.52
13272,12816,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.5
13272,13275,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.44
13271,13584,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.11
13271,13263,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.87
13271,13262,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.42
13271,13651,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.27
13271,12300,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.27
13270,13244,action required complete payment to ≈ action required complete payment to,99.82
13270,13381,action required complete payment to ≈ action required complete payment to,99.61
13270,13045,action required complete payment to ≈ action required complete payment to,99.47
13270,13085,action required complete payment to ≈ action required complete payment to,99.29
13270,13010,action required complete payment to ≈ action required complete payment to,98.44
13269,13258,your daily monitor summary feb 27 f ≈ your daily monitor summary feb 25 f,99.92
13269,13282,your daily monitor summary feb 27 f ≈ your daily monitor summary feb 28 m,99.91
13269,13261,your daily monitor summary feb 27 f ≈ your daily monitor summary feb 26 f,99.89
13269,13242,your daily monitor summary feb 27 f ≈ your daily monitor summary feb 21 f,99.87
13269,13212,your daily monitor summary feb 27 f ≈ your daily monitor summary feb 18 f,99.87
13268,13260,alteracao permissao ≈ cadastro funcionario,86.02
13268,12410,alteracao permissao ≈ cadastrar funcionario,80.2
13268,12815,alteracao permissao ≈ solicitacao atualizacao permissoes,79.77
13268,12349,alteracao permissao ≈ solicitacao cadastro,77.54
13268,12202,alteracao permissao ≈ adicionar usuario,77.36
13259,13002,bug sincronizacao automatica app ≈ bug sistema dia 17012025,70.12
13259,12626,bug sincronizacao automatica app ≈ erro sincronizacao incidente status,68.23
13259,12266,bug sincronizacao automatica app ≈ erro sistema lancamento corretiva,65.73
13259,12991,bug sincronizacao automatica app ≈ bug sistema paraiso,64.6
13259,12985,bug sincronizacao automatica app ≈ erro sistema nao vincula paraiso,64.02
13266,13265,re adicao obras point service ≈ adicao obras point service,85.31
13266,13650,re adicao obras point service ≈ res construtora portofs company4142,77.54
13266,12784,re adicao obras point service ≈ cadastro usuario point service,77.31
13266,12919,re adicao obras point service ≈ cadastro usuario point service,76.96
13266,12920,re adicao obras point service ≈ cadastro usuario point service,76.96
13265,13266,adicao obras point service ≈ re adicao obras point service,85.31
13265,12523,adicao obras point service ≈ acrescimo unidades,72.11
13265,12784,adicao obras point service ≈ cadastro usuario point service,70.86
13265,12818,adicao obras point service ≈ solicitacao cadastro login sistema ,70.22
13265,12782,adicao obras point service ≈ alteracao versao microcontroladores,69.68
13264,12698,solicitacao acesso ≈ solicitacao acesso,76.2
13264,12818,solicitacao acesso ≈ solicitacao cadastro login sistema ,74.89
13264,12582,solicitacao acesso ≈ solicitacao acesso,71.37
13264,13202,solicitacao acesso ≈ solicitacao acesso,71.09
13264,11754,solicitacao acesso ≈ cadastro gestores point service,69.84
13263,13262,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.17
13263,13584,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.12
13263,13271,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.87
13263,12040,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.43
13263,13651,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.42
13262,13263,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.17
13262,13584,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.88
13262,13271,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.42
13262,13651,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.14
13262,12544,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.14
13261,13242,your daily monitor summary feb 26 f ≈ your daily monitor summary feb 21 f,99.98
13261,13243,your daily monitor summary feb 26 f ≈ your daily monitor summary feb 22 f,99.97
13261,13245,your daily monitor summary feb 26 f ≈ your daily monitor summary feb 23 f,99.95
13261,13258,your daily monitor summary feb 26 f ≈ your daily monitor summary feb 25 f,99.91
13261,13198,your daily monitor summary feb 26 f ≈ your daily monitor summary feb 14 f,99.91
13260,13207,cadastro funcionario ≈ cadastro funcionario,88.06
13260,12289,cadastro funcionario ≈ cadastro funcionario,86.2
13260,13268,cadastro funcionario ≈ alteracao permissao,86.02
13260,12785,cadastro funcionario ≈ cadastro funcionario,85.42
13260,12434,cadastro funcionario ≈ cadastro funcionario,85.24
13258,13212,your daily monitor summary feb 25 f ≈ your daily monitor summary feb 18 f,99.96
13258,13282,your daily monitor summary feb 25 f ≈ your daily monitor summary feb 28 m,99.92
13258,13269,your daily monitor summary feb 25 f ≈ your daily monitor summary feb 27 f,99.92
13258,13261,your daily monitor summary feb 25 f ≈ your daily monitor summary feb 26 f,99.91
13258,13243,your daily monitor summary feb 25 f ≈ your daily monitor summary feb 22 f,99.91
13257,12659,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.79
13257,11772,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.55
13257,13584,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.46
13257,12619,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.39
13257,12654,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.35
13256,12952,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.28
13256,12812,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.22
13256,12806,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.13
13256,12587,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.93
13256,11756,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.92
13255,13252,alteracao colaborador preventivas ≈ cancelamento preventivas,74.56
13255,11816,alteracao colaborador preventivas ≈ solicitacao mudanca funcao,72.59
13255,12685,alteracao colaborador preventivas ≈ demissao colaborador aviso previo t,62.83
13255,11734,alteracao colaborador preventivas ≈ cancelamento preventivas,62.39
13255,12058,alteracao colaborador preventivas ≈ demissao colaborador aviso previo t,61.29
13246,13514,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.57
13246,11811,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,94.29
13246,12609,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,93.84
13246,12619,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,93.78
13246,12671,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,93.71
13254,12040,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.44
13254,13584,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.43
13254,11836,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.36
13254,12300,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.1
13254,13263,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.98
13253,11847,hospital estadual araguacu offline ≈ hospital regional araguacu offline,97.86
13253,11812,hospital estadual araguacu offline ≈ hospital regional araguacu offline,97.86
13253,12552,hospital estadual araguacu offline ≈ hospital regional pedro afonso offl,97.09
13253,11959,hospital estadual araguacu offline ≈ hospital regional pedro afonso offl,97.09
13253,12600,hospital estadual araguacu offline ≈ hospital regional pedro afonso offl,97.09
13252,12734,cancelamento preventivas ≈ cancelamento preventivas,91.39
13252,11849,cancelamento preventivas ≈ cancelameno preventivas,89.52
13252,11816,cancelamento preventivas ≈ solicitacao mudanca funcao,87.96
13252,11705,cancelamento preventivas ≈ cancelamento preventivas,87.08
13252,12342,cancelamento preventivas ≈ cancelamento preventivas,86.5
13251,13258,your daily monitor summary feb 24 f ≈ your daily monitor summary feb 25 f,99.8
13251,13203,your daily monitor summary feb 24 f ≈ your daily monitor summary feb 17 f,99.8
13251,13212,your daily monitor summary feb 24 f ≈ your daily monitor summary feb 18 f,99.8
13251,13245,your daily monitor summary feb 24 f ≈ your daily monitor summary feb 23 f,99.79
13251,13243,your daily monitor summary feb 24 f ≈ your daily monitor summary feb 22 f,99.79
13250,12600,hospital regional alvorada offline ≈ hospital regional pedro afonso offl,98.97
13250,12552,hospital regional alvorada offline ≈ hospital regional pedro afonso offl,98.97
13250,11959,hospital regional alvorada offline ≈ hospital regional pedro afonso offl,98.97
13250,12461,hospital regional alvorada offline ≈ hospital regional paraiso offline,98.44
13250,12432,hospital regional alvorada offline ≈ hospital regional paraiso offline,98.44
13249,12523,alteracao conta ≈ acrescimo unidades,69.84
13249,13265,alteracao conta ≈ adicao obras point service,66.04
13249,13091,alteracao conta ≈ cancelamento preventivas miracemato,63.16
13249,12204,alteracao conta ≈ pedido inclusao opcoes plataforma p,62.89
13249,12793,alteracao conta ≈ cancelamento ordens alvorada,62.44
13248,12777,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.33
13248,13219,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.25
